Sample_ID;Depth;Date;Core;Sample;Li;Be;Al;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Mo;Ag;Cd;Sn;Sb;Pb;U;Hg
RO_A1;0,5;2023;Roscoff;RO_A1;34,079;2,277;47650;59,908;49,924;295,7;18388;5,665;14,461;7,08;66,044;7,373;0,565;0,11;0,293;2,855;0,58;21,742;2,981;0,029
RO_A3;2,5;2021;Roscoff;RO_A3;42,562;2,156;51365;63,193;50,226;252,6;19345;5,988;16,654;9,268;79,729;8,728;1,533;0,107;0,346;3,131;0,643;24,592;2,43;0,032
RO_A6;5,5;2017;Roscoff;RO_A6;37,125;2,038;49516;59,754;47,892;276,6;18147;5,731;15,007;7,04;68,159;7,326;1,456;0,099;0,28;2,851;0,601;23,244;2,577;0,021
RO_A9;8,5;2014;Roscoff;RO_A9;43,638;2,372;49892;65,64;53,356;249,7;20049;6,048;17,478;10,408;79,632;8,842;1,382;0,123;0,304;3,443;0,811;26,187;2,643;0,033
RO_A12;11,5;2011;Roscoff;RO_A12;41,031;2,307;49066;60,984;52,389;249,4;18277;5,798;16,74;9,522;74,086;7,176;0,857;0,114;0,305;3,085;0,657;24,815;2,444;0,03
RO_A15;14,5;2008;Roscoff;RO_A15;42,079;2,132;49157;59,661;48,396;241,3;18432;5,721;15,68;8,837;72,343;6,012;1,187;0,11;0,297;3,106;0,599;24,403;2,33;0,026
RO_A17;16,5;2006;Roscoff;RO_A17;37,249;2,584;48468;57,131;45,195;259,8;17791;5,579;14,401;6,922;67,218;5,739;0,8;0,098;0,292;2,9;0,592;22,421;2,123;0,023
RO_A20;19,5;2003;Roscoff;RO_A20;38,474;2,311;49898;59,81;47,072;270,4;18123;5,724;14,965;7,733;67,643;5,789;0,767;0,109;0,289;2,958;0,611;23,231;2,506;0,025
RO_A23;22,5;1999;Roscoff;RO_A23;40,48;2,823;48903;59,434;48,567;248,8;18882;5,777;15,671;8,412;73,971;7,442;1,427;0,114;0,331;3,111;0,636;24,212;2,54;0,028
RO_A25;24,5;1997;Roscoff;RO_A25;40,67;2,369;48179;58,171;46,495;243;18476;5,615;15,192;8,14;72,027;5,981;1,452;0,111;0,328;3,045;0,612;23,717;2,38;0,028
RO_A27;26,5;1995;Roscoff;RO_A27;42,583;2,545;49323;59,718;48,344;241,1;19149;5,916;16,001;8,933;75,745;6,156;1,603;0,11;0,352;3,14;0,656;24,448;2,582;0,029
RO_A30;29,5;1992;Roscoff;RO_A30;40,596;2,394;48088;56,997;46,095;244;18309;5,508;15,002;7,98;71,591;6,492;2,878;0,115;0,347;3,058;0,677;23,571;2,986;0,027
RO_A33;32,5;1989;Roscoff;RO_A33;41,125;2,104;47216;56,955;45,449;232,9;18435;5,516;15,24;8,6;71,745;6,247;2,882;0,11;0,371;3,034;0,638;24,286;2,851;0,029
RO_A35;34,5;1987;Roscoff;RO_A35;40,597;2,225;46985;56,483;44,837;228;17791;5,391;14,608;8,234;70,412;5,555;1,759;0,11;0,306;3,005;0,644;24,047;2,597;0,028
RO_A37;36,5;1985;Roscoff;RO_A37;38,672;2,741;46679;55,073;45,241;242,8;17531;5,348;14,607;7,548;68,634;5,867;1,655;0,107;0,311;2,998;0,642;23,837;2,743;0,026
RO_A39;38,5;1982;Roscoff;RO_A39;39,565;2,162;48033;54,269;44,878;253;17153;5,367;14,129;6,957;66,012;5,224;1,593;0,11;0,303;3,335;0,574;24,351;2,763;0,025
RO_A41;40,5;1980;Roscoff;RO_A41;41,122;2,544;47344;54,065;44,896;239,7;17530;5,374;14,271;7,295;67,203;5,397;1,149;0,106;0,328;2,983;0,593;24,469;2,353;0,029
RO_A43;42,5;1978;Roscoff;RO_A43;40,612;2,081;47490;55,007;44,273;229,9;17494;5,495;14,597;7,378;65,659;4,688;0,879;0,1;0,267;2,995;0,565;25,074;2,121;0,025
RO_A45;44,5;1976;Roscoff;RO_A45;55,916;2,435;50948;69,081;55,013;228,5;22642;6,391;19,615;12,267;95,636;7,393;1,97;0,152;0,474;4,124;0,742;34,801;2,881;0,047
RO_A48;47,5;1973;Roscoff;RO_A48;38,914;2,105;47208;52,492;41,783;247,8;17113;5,308;13,613;6,13;64,342;4,458;0,788;0,098;0,314;3,006;0,539;23,127;2,103;0,03
RO_A50;49,5;1971;Roscoff;RO_A50;36,374;2,175;46825;54,241;44,579;266;17051;5,23;13,43;5,924;61,414;5,103;1,287;0,097;0,282;2,909;0,549;24,515;2,623;0,025
RO_A52;51,5;1969;Roscoff;RO_A52;36,379;2,673;50063;58,163;45,281;271,587;17726;5,424;13,879;8,517;63,11;5,122;1,786;0,1;0,29;3,036;0,8;22,254;2,486;0,031
RO_A54;53,5;1967;Roscoff;RO_A54;37,647;3,056;49408;54,497;44,454;247,914;17066;5,331;13,998;8,358;63,34;4,965;0,941;0,101;0,274;2,925;0,534;22,857;2,129;0,026
RO_A56;55,5;1964;Roscoff;RO_A56;38,593;2,504;48826;54,346;44,213;249,863;17301;5,253;13,235;8,299;60,195;5,247;1,294;0,097;0,279;2,905;0,576;23,446;2,502;0,024
RO_A59;58,5;1961;Roscoff;RO_A59;38,469;3,105;50485;57,6;46,961;258,05;18186;5,569;14,867;9,418;65,067;5,737;1,596;0,105;0,311;3,001;0,589;22,946;2,476;0,029
RO_A62;61,5;1958;Roscoff;RO_A62;37,731;2,314;50422;55,729;44,944;267,973;17742;5,513;14,07;8,315;61,408;4,992;1,002;0,095;0,278;2,835;0,55;24,019;2,188;0,025
RB_A1;0,5;2022;Aulne;RB_A1;67,519;2,541;54553;84,669;61,864;183,404;28212;7,896;22,425;14,367;314,379;14,094;0,758;0,569;1,44;4,382;1,915;162,948;2,807;0,253
RB_A4;3,5;2017;Aulne;RB_A4;84,006;3,321;65650;107,848;76,488;205,675;34063;9,686;28,384;19,423;404,954;17,154;1,62;0,771;1,817;4,763;2,579;215,735;3,681;0,356
RB_A6;5,5;2014;Aulne;RB_A6;90,513;2,85;69244;114,411;83,199;207,986;35784;10,155;30,531;21,24;429,26;18,232;2,297;0,867;2,035;5,405;2,845;235,786;4,208;0,369
RB_A8;7,5;2010;Aulne;RB_A8;95,453;3,11;71425;119,094;84,674;205,854;37325;10,617;31,295;22,038;443,399;20,37;2,732;0,912;1,987;5,642;2,971;256,009;4,396;0,383
RB_A10;9,5;2006;Aulne;RB_A10;94,322;3,162;70234;116,746;83,015;198,803;36341;10,367;30,401;21,257;441,983;19,134;1,937;0,872;1,843;6,87;2,719;251,665;4,106;0,385
RB_A13;12,5;2001;Aulne;RB_A13;94,707;3,168;70243;115,234;81,585;202,512;36444;10,349;29,798;21,943;447,634;21,066;2,607;0,91;1,943;5,405;2,739;261,321;4,217;0,381
RB_A15;14,5;1996;Aulne;RB_A15;103,466;3,51;75431;125,178;88,448;217,587;39014;10,836;31,964;23,788;483,9;22,404;3,421;1,023;2,226;6,113;2,949;290,6;4,508;0,431
RB_A17;16,5;1992;Aulne;RB_A17;93,18;2,841;68082;109,349;78,462;200,669;35112;9,896;28,564;21,055;451,1;18,792;2,85;0,886;2,281;5,459;2,85;262,08;3,92;0,42
RB_A19;18,5;1988;Aulne;RB_A19;95,625;2,923;68828;110,769;79,589;205,866;35652;10,04;29,247;21,569;458,109;19,484;3,197;0,947;2,152;5,658;2,9;272,849;4,156;0,444
RB_A21;20,5;1984;Aulne;RB_A21;91,857;2,965;65668;106,748;76,431;197,998;34137;9,539;27,586;20,812;434,326;18,747;2,734;0,889;2;5,553;2,679;260,634;3,981;0,435
RB_A23;22,5;1980;Aulne;RB_A23;96,568;3,201;69905;111,571;81,704;203,076;35636;9,917;29,191;22,122;461,335;18,877;2,759;0,938;2,247;6,006;2,795;274,802;4,341;0,432
RB_A25;24,5;1977;Aulne;RB_A25;92,674;2,923;67440;108,551;78,157;196,423;35033;9,492;28,079;21,675;436,565;19,046;3,492;0,858;2,078;5,799;2,659;258,977;4,185;0,419
RB_A27;26,5;1973;Aulne;RB_A27;94,728;3,1;68637;111,625;83,088;202,859;35546;9,739;32,35;22,182;448,823;19,545;2,836;0,895;2,126;6,004;2,659;271,777;4,181;0,515
RB_A28;27,5;1971;Aulne;RB_A28;100,044;3,13;71208;115,777;83,185;208,466;36517;9,926;29,834;22,88;462,694;19,497;3,349;0,932;2,156;6,322;2,829;282,801;4,421;0,49
RB_A30;29,5;1967;Aulne;RB_A30;97,961;2,982;69086;115,461;83,606;204,749;35723;9,769;30,399;22,539;446,492;21,426;3,407;0,891;2,133;6,327;2,851;274,568;4,324;0,499
RB_A31;30,5;1965;Aulne;RB_A31;99,829;3,016;71125;116,98;83,654;207,759;37452;9,762;29,726;22,622;440,827;22,982;3,609;0,863;2,046;6,701;3,668;269,459;4,187;0,449
RB_A33;32,5;1961;Aulne;RB_A33;93,106;2,418;66848;106,078;76,573;198,415;34415;9,099;26,913;20,02;424,576;22,336;2,715;0,741;2,022;6,717;2,513;248,209;3,66;0,436
RB_A35;34,5;1957;Aulne;RB_A35;95,538;3,067;67907;110,379;78,847;203,653;35679;9,391;28,26;21,37;442,565;21,556;2,432;0,833;2,128;6,289;2,558;266,763;3,5;0,515
RB_A37;36,5;1953;Aulne;RB_A37;93,028;2,655;67045;107,31;77,369;198,82;34222;9,092;27,239;20,347;414,744;19,448;2,073;0,76;1,865;6,38;2,601;248,081;3,57;0,459
RB_A38;37,5;1951;Aulne;RB_A38;95,412;2,977;72439;117,403;85,302;215,678;36855;9,97;29,644;22,297;446,236;21,09;2,158;0,788;1,97;6,523;2,594;250,028;3,502;0,454
RB_A39;38,5;1949;Aulne;RB_A39;95,602;2,883;74077;120,866;86,827;222,187;37539;10,07;29,93;22,005;458,817;21,704;2,097;0,812;1,935;6,831;2,527;261,294;3,534;0,476
RB_A40;39,5;1947;Aulne;RB_A40;99,948;3,284;74708;123,374;87,61;225,042;37759;10,083;30,134;22,901;450,854;21,208;2,462;0,814;1,839;6,901;2,647;259,83;3,634;0,498
RB_A42;41,5;1944;Aulne;RB_A42;101,419;2,693;74758;123,835;88,017;224,714;39123;10,184;30,612;23,125;467,837;22,961;2,09;0,86;1,995;7,335;2,573;274,739;3,431;0,533
RB_A43;42,5;1942;Aulne;RB_A43;97,076;2,995;72591;119,835;86,178;218,707;39313;9,989;30,325;22,555;454,272;23,333;3,001;0,847;1,997;7,027;2,644;268,205;3,42;0,53
RB_A45;44,5;1937;Aulne;RB_A45;98,501;2,422;72192;117,705;84,965;219,299;37979;9,854;29,821;22,564;442,655;22,733;2,226;0,815;1,886;7,117;2,53;265,474;3,378;0,505
RB_A46;45,5;1934;Aulne;RB_A46;98,851;2,672;72614;120,674;86,227;220,002;38703;9,829;30,385;23,707;439,103;23,884;2,291;0,827;1,786;7,222;2,593;264,553;3,412;0,519
RB_A48;47,5;1929;Aulne;RB_A48;98,75;3,26;72176;120,373;85,844;220,935;38406;9,977;30,199;23,094;453,495;23,382;1,754;0,836;2,064;7,155;2,584;270,841;3,271;0,509
RB_A52;51,5;1918;Aulne;RB_A52;102,64;2,721;73271;123,967;87,826;221,022;40302;10,125;30,816;22,417;469,787;25,269;1,902;0,869;1,865;7,502;2,722;287,771;3,311;0,562
RB_A54;53,5;1913;Aulne;RB_A54;96,058;2,695;67684;110,749;80,884;215,794;36276;9,428;27,943;20,693;436,419;20,856;1,375;0,759;1,893;6,983;2,489;258,267;3,278;0,494
RB_A57;56,5;1905;Aulne;RB_A57;66,943;2,082;49809;78,912;56,85;187,77;29435;8,099;19,894;12,676;424,293;15,041;1,098;0,476;1,579;4,447;1,766;192,197;2,768;0,316
LO_A1;0,5;2024;Lorient;LO_A1;43,447;3,359;48702;38,445;31,904;245,216;14406;3,602;9,822;6,542;76,043;6,946;0,836;0,114;0,222;5,293;0,651;32,067;3,665;0,02
LO_A3;2,5;2018;Lorient;LO_A3;40,662;2,868;47150;31,076;25,491;159,322;11521;2,869;7,985;6,112;63,388;6,055;1,466;0,121;0,176;4,986;0,584;33,776;3,414;0,02
LO_A5;4,5;2003;Lorient;LO_A5;29,249;1,822;38103;15,822;11,014;67,341;5650;1,484;3,733;3,214;34,633;4,151;1,064;0,091;0,124;3,987;0,382;32,702;2,318;0,031
LO_A6;5,5;1996;Lorient;LO_A6;55,768;2,596;51889;46,238;34,37;136,947;16725;4,176;12,719;6,955;65,299;10,128;7,727;0,106;0,163;5,2;0,779;35,222;4,72;0,027
LO_A7;6,5;1990;Lorient;LO_A7;76,964;3,398;66167;70,052;51,355;192,162;25275;6,247;19,361;10,035;93,79;14,552;12,364;0,134;0,217;7,291;1,092;40,117;6,713;0,03
LO_A8;7,5;1984;Lorient;LO_A8;67,752;2,948;59252;58,184;44,825;175,828;21982;5,46;16,614;7,95;75,141;12,806;10,171;0,1;0,162;5,418;1,011;36,884;6,19;0,027
LO_A10;9,5;1972;Lorient;LO_A10;69,273;4,548;62270;60,976;45,931;185,638;22512;5,559;17,368;8,041;72,236;10,404;12,831;0,106;0,167;5,709;0,87;43,079;5,793;0,02
LO_A12;11,5;1964;Lorient;LO_A12;85,854;3,761;67310;75,371;59,409;228,111;28840;7,048;21,891;9,837;95,237;13,61;11,681;0,115;0,207;6,06;1,094;38,958;6,755;0,021
LO_A13;12,5;1959;Lorient;LO_A13;86,373;3,697;75217;81,876;122,681;248,171;31485;8,475;90,858;12,491;100,607;15,292;13,341;0,135;0,216;6,884;1,38;50,434;7,231;0,023
LO_A14;13,5;1948;Lorient;LO_A14;96,124;4,728;72060;90,407;70,793;268,993;33711;8,487;26,597;11,562;108,214;16,245;13,64;0,126;0,222;6,632;1,355;37,799;8,025;0,02
LO_A18;17,5;;Lorient;LO_A18;89,486;3,676;63511;85,303;64,92;232,435;31285;7,57;23,794;10,231;98,805;14,885;17,667;0,116;0,224;5,916;1,223;32,768;7,989;0,021
LO_A24;23,5;;Lorient;LO_A24;70,808;4,997;60949;63,183;55,13;287,787;23851;6,13;17,629;7,422;81,056;12,007;3,692;0,105;0,178;5,92;0,994;29,159;5,262;0,012
LO_A33;32,5;;Lorient;LO_A33;91,353;7,704;69572;87,318;69,669;279,955;32030;8,35;25,321;10,845;106,471;12,419;2,629;0,117;0,22;6,553;1,11;34,733;4,395;0,019
LO_A45;45,5;;Lorient;LO_A45;70,386;3,874;58637;67,507;53,393;234,461;25721;6,071;20,674;7,876;92,042;14,764;18,678;0,125;0,32;5,11;1,241;36,195;10,384;0,012
LO_A54;53,5;;Lorient;LO_A54;71,804;3,679;57700;74,654;60,664;258,071;26875;6,404;23,651;8,5;99,599;12,918;27,346;0,139;0,39;4,986;1,171;41,421;13,397;0,014
LO_A63;62,5;;Lorient;LO_A63;63,591;3,927;56067;64,868;51,675;280,047;23742;5,691;17,541;6,951;86,307;11,999;18,323;0,115;0,313;5,06;1,157;38,766;8,748;0,011
LT-A1;0,5;2023;LaTremblade;LT-A1;30,878;1,605;40400;45,784;30,892;329,1;15719;5,065;10,582;4,501;57,926;9,924;0,319;0,068;0,123;2,53;0,715;24,491;1,979;0,027
LT-A3;2,5;2018;LaTremblade;LT-A3;47,647;2,21;49742;65,444;46,645;331,9;21241;6,894;16,441;8,746;99,416;13,765;0,776;0,108;0,291;3,576;1,045;33,88;2,941;0,072
LT-A4;3,5;2016;LaTremblade;LT-A4;44,391;2,247;48047;61,509;45,45;338,5;20660;6,83;15,998;8,864;97,39;12,557;0,798;0,106;0,306;3,638;1,015;34,302;2,687;0,077
LT-A5;4,5;2014;LaTremblade;LT-A5;48,994;2,189;50640;65,43;49,926;343;22053;7,32;17,39;9,434;111,21;14,305;0,87;0,115;0,339;3,863;1,039;36,893;3,092;0,084
LT-A8;7,5;2007;LaTremblade;LT-A8;53,023;2,711;53138;70,392;53,347;358,4;23366;7,714;19,027;11,207;119,314;15,199;0,765;0,127;0,381;4,12;1,131;41,586;2,823;0,119
LT-A10;9,5;2002;LaTremblade;LT-A10;56,734;2,506;55093;76,138;58,365;367,9;24700;8,11;20,38;11,781;126,77;16,125;0,836;0,144;0,398;4,571;1,203;43,026;3,153;0,139
LT-A13;12,5;1996;LaTremblade;LT-A13;59,191;2,573;56356;78,203;58,732;382;25532;8,325;20,91;11,926;134,443;16,048;0,794;0,138;0,438;4,655;1,245;45,542;2,996;0,162
LT-A15;14,5;1991;LaTremblade;LT-A15;67,762;2,831;62630;89,513;68,714;397;29190;9,39;24,424;14,077;154,161;18,653;1,075;0,159;0,426;5,13;1,389;54,41;3,083;0,2
LT-A17;16,5;1987;LaTremblade;LT-A17;52,515;2,06;51913;69,405;53,326;365,7;22988;7,54;18,545;10,491;121,195;15,071;0,647;0,135;0,425;4,147;1,44;42,412;2,845;0,16
LT-A20;19,5;1980;LaTremblade;LT-A20;61,78;2,946;58364;80,932;61,071;379,6;26160;8,561;21,886;12,669;138,168;15,809;0,763;0,146;0,416;4,712;1,265;47,384;2,973;0,175
LT-A23;22,5;1973;LaTremblade;LT-A23;59,936;2,548;57123;77,863;58,731;380,6;25438;8,272;21,045;12,452;132,434;14,902;0,671;0,143;0,419;4,669;1,253;45,217;2,874;0,174
LT-A24;23,5;1971;LaTremblade;LT-A24;66,316;2,614;60828;86,111;66,577;386,7;27370;8,844;23,181;13,386;146,815;15,732;0,833;0,156;0,436;4,951;1,361;50,743;3,193;0,22
LT-A26;25,5;1966;LaTremblade;LT-A26;62,698;2,361;58703;81,756;62,292;375,3;26256;8,497;22,001;12,488;138,688;16,173;1,007;0,148;0,405;4,801;1,286;49,019;3,255;0,243
LT-A29;28,5;1960;LaTremblade;LT-A29;62,037;2,743;57517;81,66;61,161;381,7;26186;8,543;21,886;12,733;137,285;15,692;1,093;0,143;0,465;4,793;1,294;48,497;3,405;0,215
LT-A31;30,5;1955;LaTremblade;LT-A31;50,823;2,226;51577;67,268;48,88;345,5;21907;7,219;17,803;9,92;107,83;14,559;0,643;0,107;0,272;3,931;1,126;40,264;2,848;0,113
LT-A33;32,5;1951;LaTremblade;LT-A33;50,105;2,128;48887;65,788;46,737;351,3;21408;7,112;17,342;9,967;102,41;14,966;0,531;0,095;0,217;3,857;1,109;38,735;2,507;0,079
LT-A36;35,5;1944;LaTremblade;LT-A36;51,511;2,32;49820;67,055;48,526;395,3;22603;7,343;17,816;9,95;112,641;16,168;0,683;0,093;0,203;4,007;1,074;39,316;2,312;0,07
LT-A38;37,5;1939;LaTremblade;LT-A38;53,787;2,43;52617;72,758;51,686;412,9;23575;7,644;18,688;10,661;110,603;15,836;0,552;0,103;0,206;4,312;1,129;42,119;2,418;0,075
LT-A42;41,5;1930;LaTremblade;LT-A42;64,973;2,7;58543;83,725;59,267;467,5;27564;8,8;22,563;12,638;119,549;19,888;0,8;0,105;0,203;4,783;1,294;46,274;2,657;0,086
LT-A45;44,5;1924;LaTremblade;LT-A45;60,198;2,347;55710;78,138;54,85;447,1;25625;8,333;20,804;11,262;110,527;17,966;0,649;0,093;0,188;4,534;1,193;42,608;2,314;0,08
LT-A49;48,5;1915;LaTremblade;LT-A49;63,261;2,555;58220;82,96;58,394;456,4;26734;8,531;22,009;16,796;115,149;20,194;0,819;0,144;0,202;4,762;1,538;44,007;2,75;0,079
LT-A51;50,5;1910;LaTremblade;LT-A51;56,998;2,49;57690;77,594;54,522;446,522;26060;8,515;20,776;11,332;112,361;20,88;0,939;0,096;0,189;4,192;1,331;38,314;2,658;0,068
LT-A54;53,5;1903;LaTremblade;LT-A54;52,073;2,427;54797;71,411;49,551;415,562;23494;7,735;18,774;9,994;97,695;16,065;0,62;0,093;0,176;3,994;1,11;36,849;2,33;0,059
LT-A59;58,5;1892;LaTremblade;LT-A59;51,656;2,236;54247;68,721;47,947;400,09;22627;7,805;18,324;9,849;92,63;14,743;0,748;0,089;0,151;3,763;1,083;36,006;2,3;0,05
LT-A63;62,5;1883;LaTremblade;LT-A63;60,931;2,772;58636;81,056;56,806;475,676;26357;8,682;21,789;11,885;110,94;18,508;0,953;0,093;0,182;4,526;1,263;39,945;2,536;0,094
LT-A83;82,5;;LaTremblade;LT-A83;47,859;2,339;52360;65,784;45,338;397,887;21759;7,354;17,424;9,297;79,391;13,705;0,541;0,078;0,115;3,704;1,061;32,709;2,308;0,045
LT-A103;102,5;;LaTremblade;LT-A103;50,888;3,048;54288;69,553;47,586;426,56;24167;7,8;18,773;9,712;97,524;16,528;0,579;0,074;0,106;3,911;1,1;36,187;2,026;0,046
BV_A1;0,5;2023;BaiedesVeys;BV_A1;22,663;1,128;27186;39,041;38,657;301,22;14233;3,752;10,084;7,585;55,176;9,402;0,516;0,192;0,244;2,094;0,587;18,815;2,333;0,046
BV_A3;2,5;2021;BaiedesVeys;BV_A3;19,019;0,861;23962;32,723;36,728;249,796;11385;3,177;8,154;6,021;45,301;6,425;0,688;0,159;0,235;2,069;0,545;15,738;2,452;0,028
BV_A6;5,5;2019;BaiedesVeys;BV_A6;20,413;0,844;25323;35,896;36,635;240,599;11942;3,494;8,918;6,274;47,895;8,4;2,719;0,171;0,236;1,76;0,659;17,103;3,129;0,028
BV_A9;8,5;2016;BaiedesVeys;BV_A9;18,985;0,912;24107;33,11;40,604;249,078;11496;3,241;8,178;5,476;44,826;8,711;1,987;0,158;0,227;1,644;0,61;15,343;2,891;0,032
BV_A11;10,5;2015;BaiedesVeys;BV_A11;19,807;0,99;24811;34,422;37,64;250,442;11975;3,401;8,772;6,131;47,981;8,748;2,944;0,173;0,247;1,709;0,662;16,247;3,104;0,035
BV_A14;13,5;2013;BaiedesVeys;BV_A14;17,664;0,86;22513;29,598;36,296;233,699;10564;2,99;7,517;5,294;43,213;7,71;1,77;0,165;0,235;1,53;0,569;14,929;2,806;0,033
BV_A17;16,5;2010;BaiedesVeys;BV_A17;18,707;0,901;23114;30,781;36,303;233,739;11171;3,158;7,8;6,022;45,366;7,794;1,515;0,178;0,24;1,649;0,559;15,32;2,455;0,036
BV_A20;19,5;2007;BaiedesVeys;BV_A20;17,272;0,793;22545;30,104;33,779;233,372;10992;3,036;7,681;5,783;43,67;8,253;1,5;0,2;0,243;1,622;0,57;15,09;2,591;0,039
BV_A21;20,5;2006;BaiedesVeys;BV_A21;18,234;1,004;23753;31,433;35,861;244,047;11508;3,171;7,93;5,984;45,518;9,311;1,613;0,221;0,255;1,848;0,582;15,668;2,93;0,043
BV_A23;22,5;2004;BaiedesVeys;BV_A23;17,28;0,861;22250;28,72;34,413;237,628;11126;2,938;7,362;5,364;42,259;7,625;1,89;0,185;0,241;1,626;0,588;15,171;2,45;0,029
BV_A26;25,5;2002;BaiedesVeys;BV_A26;16,574;0,798;21666;27,401;33,656;242,333;10232;2,822;6,861;4,999;39,941;6,573;1,739;0,18;0,243;1,658;0,571;13,843;2,75;0,032
BV_A29;28,5;1999;BaiedesVeys;BV_A29;15,043;0,868;20313;26,098;32,53;243,584;9655;2,677;6,367;4,661;37,644;6,361;1,542;0,164;0,233;1,418;0,546;13,311;2,906;0,029
BV_A32;31,5;1997;BaiedesVeys;BV_A32;16,453;0,75;20807;27,981;31,275;233,033;10199;2,828;7,205;5,546;42,68;6,982;1,499;0,2;0,267;1,702;0,544;16,919;2,43;0,061
BV_A33;32,5;1996;BaiedesVeys;BV_A33;18,475;0,92;23155;32,284;33,573;238,734;11587;3,319;8,74;7,05;51,687;7,91;1,689;0,233;0,325;2,175;0,606;20,207;2,471;0,053
BV_A35;34,5;1994;BaiedesVeys;BV_A35;19,453;0,912;24029;33,57;37,806;240,693;12190;3,501;9,054;7,29;53,834;7,829;1,155;0,243;0,3;2,362;0,638;22,485;2,188;0,06
ET_A1;0,5;2022;EtangdeThau;ET_A1;46,465;1,99;46592;82,12;67,193;226,111;25449;7,993;28,874;89,779;211,699;16,081;15,707;0,251;0,453;5,956;1,347;83,964;6,245;0,158
ET_A2;1,5;2019;EtangdeThau;ET_A2;47,952;1,882;46908;83,312;65,31;229,471;25928;7,952;28,63;89,584;213,025;16,109;17,042;0,236;0,443;5,956;1,279;86,062;6,353;0,171
ET_A3;2,5;2016;EtangdeThau;ET_A3;48,995;2,28;48871;86,671;68,089;243,171;26957;8,209;29,662;92,755;222,257;16,889;24,073;0,257;0,46;6,286;1,42;92,209;8,458;0,175
ET_A5;4,5;2010;EtangdeThau;ET_A5;49,489;1,997;48269;85,914;67,678;243,438;27231;8,374;29,986;96,527;228,328;17,325;28,971;0,268;0,499;6,416;1,674;95,4;9,774;0,183
ET_A6;5,5;2007;EtangdeThau;ET_A6;52,069;2,028;50379;89,008;70,739;247,569;28667;8,732;31,026;100,155;241,403;19,416;24,671;0,295;0,501;6,642;1,761;100,905;9,959;0,191
